name,url,price,texture
Enchantment Book,https://minecraft-heads.com/custom-heads/decoration/37586-enchantment-book,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2RjOTg1YTdhNjhjNTc0ZjY4M2MwYjg1OTUyMWZlYjNmYzNkMmZmYTA1ZmEwOWRiMGJhZTQ0YjhhYzI5YjM4NSJ9fX0=
Game Controller,https://minecraft-heads.com/custom-heads/decoration/37769-game-controller,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2MxMmYwMGNkY2JlNjljMmEzNTFlNTc4OTliNzFlNjhiNWU5NWY5MmI3YTE1NmJkNTllMTMwYzk3NTRiMThlNSJ9fX0=
Lectern,https://minecraft-heads.com/custom-heads/decoration/26347-lectern,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYWUzZjlhZDk0NzA1NGE3NGZiNWE4NjlmNzE0ZWU3MGUxZWFiNzgwZGE4OGViYTFkODM1ZTFlODJmN2NhNzg0In19fQ==
Lectern with Book,https://minecraft-heads.com/custom-heads/decoration/26346-lectern-with-book,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWM4MGY4NjdkOWM4MGY2OWUxYjBhMzZhYmQ1ZGM2ZDYzNmJmYWQyYjYyZGYzMmUwYTA4MWJmZTkxMWQ3NTVkMiJ9fX0=
Looted Chest,https://minecraft-heads.com/custom-heads/decoration/38389-looted-chest,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjJjNWY3YWM3MDZiMmU4YTg3OGViZjk3MmIwN2YzZDM2NDQ5YWI3MGIwOWFjZDk3M2VlYWJiMGQ1ZmM0YTZiNCJ9fX0=
Medium Agronomy Sack,https://minecraft-heads.com/custom-heads/decoration/39164-medium-agronomy-sack,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjk0YzgzNDFhNTM1ZjgwYjNmNDNjNWMyNDNkMDMwMDZiZDMyNWM5ZTk2ZmYzYWI5NTdjY2MzNzA2MjgzMGFjNiJ9fX0=
Medium Fishing Sack,https://minecraft-heads.com/custom-heads/decoration/39152-medium-fishing-sack,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZmY3NTg3MWM5MGI5NGY0ZmJjMTY3ZTM1MWQzNmU4YWVhZTFjYzJmZWMwM2IxNjYyOTAwN2Y3NGM5ODlkZTY0OCJ9fX0=
Medium Foraging Sack,https://minecraft-heads.com/custom-heads/decoration/39153-medium-foraging-sack,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmMxNDEwNWM3YjYyOWNmZGViODY2YTU2MGJhYjU5NzM0YWE1Y2JiZTg4MGVkOWY1MGY5MDQ0YzQyYWZkNTk5ZCJ9fX0=
Medium Husbandry Sack,https://minecraft-heads.com/custom-heads/decoration/39157-medium-husbandry-sack,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvM2IyM2VlNzk4M2E1ZTFjYTI2MDc3YTBhNTAzYjI1MWRkZTA4YjcyOTMyZmFkNGNmZTJmMjBlZmIxODFhM2IyZSJ9fX0=
Medium Mining Sack,https://minecraft-heads.com/custom-heads/decoration/39158-medium-mining-sack,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTAwYjFiZjg1NTQ5ODVmM2RlY2Y1NDg4NjkyMmFkMjBkMTQ0NDM4NTY0ZWY3YTViNTJjZWQ3MWJjOWRkMDRiYiJ9fX0=
Monitor,https://minecraft-heads.com/custom-heads/decoration/242-monitor,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDQyMzg2OGU1OGMyM2EyZDQ0YzE1NGQzYmFkMzA0NGRjODE1NzM1MTM2ZjNkMmRkZTJjZDRkOGE5OTE3In19fQ==
Old Book,https://minecraft-heads.com/custom-heads/decoration/12681-old-book,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjE2Y2M1NzU1Y2RkMjYwZjdiNGI1YzFhMWYxZjNiZDMxODUxZmMxZDk4Yjc0NDM3YjJmYjRiZDZlYjhkMiJ9fX0=
Old Manuscript,https://minecraft-heads.com/custom-heads/decoration/1202-old-manuscript,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTgxOGQxY2M1M2MyNzVjMjk0ZjVkZmI1NTkxNzRkZDkzMWZjNTE2YTg1YWY2MWExZGUyNTZhZWQ4YmNhNWU3In19fQ==
Open Book,https://minecraft-heads.com/custom-heads/decoration/33283-open-book,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzEwYTI2YTg3NTQ5ZTA2ZTA2NjlmNmM0OGY2MTQ3OGQyMzAyNWI5MWQ5MGVhMmM0YjlmODA0YjlmNzk2ZDA0YyJ9fX0=
Open Book (left page),https://minecraft-heads.com/custom-heads/decoration/39402-open-book-left-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjE0Y2Q1NGY3MmMxMTAxMzRjNjljZWU1Nzc1ZDE1ODM4NmE2ODc2MDk1ZjM3OWRkNDI3ZmVkNzNmYjNiNjc0MCJ9fX0=
Open Book (left page),https://minecraft-heads.com/custom-heads/decoration/33282-open-book-left-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzAyODlkNWQxMzAxYjRlMTk2N2FmZWYzMWNjZjkyNmQ4MTk1MWE2YTY1OGU5YTYyYzU0Yzk5MmYxYjlhOTg5NCJ9fX0=
Open Book (left page),https://minecraft-heads.com/custom-heads/decoration/19797-open-book-left-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZTEzZDA5OTFiOTg1NWVmOTkwMjcwYjY2NzkwZGNhOWUxMDAxZTkyOWNlYTVmOGFmZWVlZmYyN2NmZDc5ZjA5NiJ9fX0=
Open Book (right page),https://minecraft-heads.com/custom-heads/decoration/33281-open-book-right-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNGU2ODQzNWU5ZGQwNWRiZTJlN2JiNDVjNWQzYzk1ZDBjOWQ4Y2I0YzA2MmQzMGU5YjRhZWQxY2NmYTY1YTQ5YiJ9fX0=
Open Book (right page),https://minecraft-heads.com/custom-heads/decoration/19796-open-book-right-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjBmZTk2YTljYmE2ZDlhNDUzMDgwMjlhZGI3MDNjZjJmMjY1NjAzZjJlMDQzNzU4YWE5OGU5Y2Q2YzIzYWQwNCJ9fX0=
Open Book (right page),https://minecraft-heads.com/custom-heads/decoration/39401-open-book-right-page,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZGY2YjMwYjZkMjRmNmUwNmY4ZjQyYzEyZjdiZGVlNTIwNDRhZjYxN2MxMjQ0NjEzYmE0ODQ1MjhiYjQ4YTllIn19fQ==
Open Chest,https://minecraft-heads.com/custom-heads/decoration/1789-open-chest,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDIxOGNjMTk0MTQ5MjkzOWZmYmVjY2FjY2EzYTMzNDJlOGMyNjBjMzMzY2VhMWI2ZGJmZGQ1ZTNiZWJkMmYifX19
Open Chest (hay),https://minecraft-heads.com/custom-heads/decoration/1790-open-chest,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjZhY2ZjNjQzZjYwOGUxNmRlMTkzMzVkZGNhNzFhODI4ZGZiOGRhY2E1NzkzZWI1YmJjYjBjN2QxNTU5MjQ5In19fQ==
Potted Blue Orchid,https://minecraft-heads.com/custom-heads/decoration/38115-potted-blue-orchid,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMWFlODM1ZDhmYjQ5MDFlMDI1YWE3ZWNhZWJhNWJiZjY2ZGJjNzM4ZTM3Y2M4ZGYxOTdlNDBmYzgzN2Q2ZWMzMyJ9fX0=
Present (blue),https://minecraft-heads.com/custom-heads/decoration/3302-present-blue,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjU2NTFhMThmNTQ3MTRiMGI4ZjdmMDExYzAxODM3M2IzM2ZkMTU0MWNhNmYxY2ZlN2E2Yzk3YjY1MjQxZjUifX19
Present (magenta),https://minecraft-heads.com/custom-heads/decoration/2494-present-magenta,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDdlNTVmY2M4MDlhMmFjMTg2MWRhMmE2N2Y3ZjMxYmQ3MjM3ODg3ZDE2MmVjYTFlZGE1MjZhNzUxMmE2NDkxMCJ9fX0=
Present (red),https://minecraft-heads.com/custom-heads/decoration/3158-present-red,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDJhYzFjNTE4MDdlMjYxYzEyYzRmMmFkYmFkMzZiOGIyYzQ5N2MyNzdmNzIyM2VjMjQ0Y2I0NjA4YzU5YyJ9fX0=
Present (yellow),https://minecraft-heads.com/custom-heads/decoration/3157-present-yellow,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjliMmVhMmRlZGM3NDM1YTU3NTI3M2UwZDQxNzJjMDQ1Mzc0ZjE5MzdkYzI4ZTRhZTkxMWYxNDU3N2FkODMifX19
Sack of Flour,https://minecraft-heads.com/custom-heads/food%20&%20drinks/11490-sack-of-flour,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjA2YmUyZGYyMTIyMzQ0YmRhNDc5ZmVlY2UzNjVlZTBlOWQ1ZGEyNzZhZmEwZThjZThkODQ4ZjM3M2RkMTMxIn19fQ==
Sack of Herbs,https://minecraft-heads.com/custom-heads/decoration/21582-sack-of-herbs,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDI3NDIzZDVjY2U0YTQ3MmE3NjBjZTVlODYyY2EzNWY3MDU4ZDU4N2I3ZWFiNjllYmVjOTIwYzc3M2U3MzA3In19fQ==
Stack of Carpets (rainbow),https://minecraft-heads.com/custom-heads/decoration/18666-stack-of-carpets-rainbow,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWZkOGJlZDJkZmU0YzMyMTY4Yzk3MjE1NGVlYTMzNWE4MDQyZTlkNjRiODUwNzY3YzZlYTA0Y2U4Zjg1ZjEyYSJ9fX0=
Stack of CDs (sideways),https://minecraft-heads.com/custom-heads/decoration/34497-stack-of-cds-sideways,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZThhMmYzZTMxM2FkNGY5MmIyNzU0YjdmN2FiZjZmNTZiNDJkMGI1MDMwNWY0OTYyOWZkYjg1NTYwYTkxZjM3NCJ9fX0=
Stack of CDs (vertical),https://minecraft-heads.com/custom-heads/decoration/34496-stack-of-cds-vertical,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjhiODUxODMwY2YwM2ZhMzBkZDNjMmIwYWVjNzg1Y2JmNmUyNzhlMzllYmExZTkyODllNzg4MDlmMzljM2VhIn19fQ==
Stack Of Papers,https://minecraft-heads.com/custom-heads/decoration/1203-stack-of-papers,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDg4M2Q2NTZlNDljMzhjNmI1Mzc4NTcyZjMxYzYzYzRjN2E1ZGQ0Mzc1YjZlY2JjYTQzZjU5NzFjMmNjNGZmIn19fQ==
Stage Light (blue),https://minecraft-heads.com/custom-heads/decoration/39407-stage-light-blue,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWY1MzAyZTAwZGViMDk2YjYwMzIwZDU1MWZhMDMzNjA3NTM1MGU2NDU1MWFmM2Q3ZTgzYzUwMTVkYWYxZjA0NSJ9fX0=
Stage Light (green),https://minecraft-heads.com/custom-heads/decoration/39406-stage-light-green,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNTU0NGQyOWNhOGMwYjE4NmNhZDAzZjY2NTAwMmZjMmViNzk1NjQ3NGQ5Yjg5NGRlZGUwNDM2MWEzZmRlOTFjNyJ9fX0=
Stage Light (red),https://minecraft-heads.com/custom-heads/decoration/39405-stage-light-red,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTA3NjM5OWIwYWQxNTFmMDBlOTNmNDliOTE2YjVmMDQ2YWFhYWE3ZTUxODVmNmFjZDBjMjU2ZWE5ZDk4NDI5OSJ9fX0=
Stage Light (teal),https://minecraft-heads.com/custom-heads/decoration/36435-stage-light-teal,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvM2Y0NmM1NGEwZmY1OGMyNDNmMmEyOWE3MzhkNjQxZmIwNzVhMjhiZWRlOTRmYzYzNGZmYTQyMjg0MDI3ZGM5ZiJ9fX0=
Stage Light (white),https://minecraft-heads.com/custom-heads/decoration/39404-stage-light-white,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjU2Nzc0NWYzODBkYzkzMDBlOGY2OTA2MzYyZDRkNzdlMDM3MmE0MGYxOGM2NWRhOTVmNmJlZjQ4MzkyMDYyMyJ9fX0=
Stage Light (yellow),https://minecraft-heads.com/custom-heads/decoration/39403-stage-light-yellow,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmIzYjM2OGVjMDE0Y2MwNWEzYTJiMjQ3NmYyNjdlYjU4ZDcyYzBmNmI2ZDkxYWNjMmNhZjFiMWQ2NzBjNTgzMiJ9fX0=
TV (black),https://minecraft-heads.com/custom-heads/decoration/769-tv,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWM5MDE0ODg1ZWEzM2JkNjY3NWIzYzhmY2VmZWM0YWU3MmUzY2RlMzMyYTQ4ZTcxZjBkMGY0NTQ0ZjBhMiJ9fX0=
TV (green),https://minecraft-heads.com/custom-heads/decoration/24872-tv,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzVkYTEwNWJjZTVjZTkwNGE2OWMzYzNjYTg0ZjBmNzdkNjA4MWRhYmNlOWZmNjdhZmRiYzU2OTNjZWMwZDMwZiJ9fX0=
TV (pink),https://minecraft-heads.com/custom-heads/decoration/34480-pink-tv,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZmRlYTg0ZjZkYTlkNDk1OGQzYjNhZDM4YTg2MjAyZmMyNmFhNjU0ZGVhYzJmYTBlNjgzOTY1MGNjOTgyMGRkNSJ9fX0=
TV (reto),https://minecraft-heads.com/custom-heads/decoration/29826-retro-tv,1,eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTE0OWY5Nzg4ZWM2MDc2OGZmMTNmZTk1YzhhMThjYjExN2VkNDIzNDBkYjY5ZTA4NTYxNDY5ZjhhOWFlNmQ1YyJ9fX0=
